5,13.1250354,0.340695745
15,12.7308419,0.338277278
25,13.9130103,0.35313575
35,13.2121343,0.34134097
45,13.0514508,0.350111187
55,12.6110221,0.333079732
65,13.2859954,0.345086194
75,13.2727988,0.346601838
85,13.2377313,0.341099648
95,13.2864824,0.346519714
105,12.7706893,0.338048046
115,12.9631155,0.340732942
125,13.19407,0.340864241
135,12.936662,0.343176722
145,12.8312352,0.337740754
155,13.2101964,0.344400469
165,12.7429488,0.33838475
175,12.9519534,0.337677544
185,12.6102943,0.337947666
195,13.5107214,0.348159522
205,12.5671457,0.335938918
215,12.8608361,0.336208783
225,12.4683676,0.334733698
235,12.360014,0.332781627
245,12.4897569,0.331413439
255,13.004266,0.342424876
265,12.9515085,0.488451226
275,12.084192,0.325724388
285,12.5114508,0.337752541
295,13.0616501,0.342925604
305,12.4102753,0.330105966
315,12.5984377,0.337179023
325,12.20124,0.332218512
335,12.4377777,0.33884549
345,12.0173855,0.32897147
355,12.218858,0.32730766
365,12.6283014,0.357769515
375,11.979855,0.326978672
385,11.7894255,0.321065747
395,11.9920144,0.326809376
405,12.4934853,0.335117772
415,12.5227015,0.33430111
425,12.4640061,0.329796352
435,12.0549615,0.328772604
445,12.6295758,0.335377168
455,11.939544,0.322750842
465,12.2944605,0.330418306
475,12.5659433,0.334506294
485,12.1262575,0.329224599
495,12.9203571,0.335861355
505,12.1409659,0.329515338
515,12.7888463,0.337107734
525,11.9881568,0.323384494
535,12.4914854,0.383293118
545,11.9573884,0.326102578
555,12.083154,0.330078326
565,12.3011357,0.327437837
575,12.3795181,0.332235442
585,11.5690911,0.320924905
595,12.5981113,0.331507372
605,11.9403176,0.326223404
615,12.2020949,0.329896422
625,12.438393,0.332749009
635,11.9217245,0.322515334
645,12.3351082,0.331435411
655,12.1557525,0.330931247
665,12.1908016,0.32627657
675,11.9953458,0.326934118
685,11.8971558,0.324803318
695,12.6844174,0.355731901
705,12.3437657,0.3281332
715,11.6959333,0.322898214
725,12.3773252,0.332526918
735,11.8438653,0.321217201
745,12.211434,0.328452744
755,11.7776303,0.323495594
765,11.9091271,0.325418156
775,11.4026076,0.315226811
785,12.4780577,0.333340838
795,11.8401931,0.326410782
805,11.7107894,0.31997176
815,11.764233,0.324107663
825,12.2792125,0.331210237
835,11.8078042,0.324192551
845,11.3000569,0.314055019
855,11.1919653,0.315604454
865,11.8433897,0.326008809
875,11.927377,0.323281253
885,11.6924921,0.355564949
895,11.9229743,0.326618974
905,12.0521081,0.332796822
915,12.2341183,0.329053447
925,11.8825705,0.338139829
935,12.2325341,0.327602077
945,11.3826292,0.319574234
955,11.097813,0.314632971
965,11.6098249,0.319154884
975,12.0158334,0.324740187
985,11.4323058,0.319474965
995,11.6951583,0.322572947
1005,11.6212765,0.320029073
1015,11.6010062,0.321805308
1025,11.8239746,0.324877874
1035,12.0326383,0.324717704
1045,11.5832526,0.322207431
1055,11.8252047,0.325276251
1065,12.0362712,0.33046121
1075,11.4227294,0.316163543
1085,11.9509691,0.344470567
1095,11.5998973,0.318110744
