5,10.1984735,0.29908153
15,10.1243137,0.300551956
25,10.4820294,0.305718032
35,9.93462168,0.295055535
45,9.85839293,0.303399045
55,9.86952262,0.293759408
65,9.89888289,0.297182454
75,9.90755559,0.29877177
85,9.42118803,0.286999405
95,10.4855532,0.306727387
105,9.83002734,0.295491048
115,9.08526982,0.284498741
125,9.72903314,0.291935289
135,9.76805321,0.297000527
145,9.06869688,0.283157361
155,9.1244939,0.285451339
165,9.63046658,0.293234805
175,9.09198953,0.282104896
185,9.38013564,0.290636696
195,9.65459553,0.293142989
205,9.05082535,0.284567991
215,9.3713696,0.286129285
225,8.92675146,0.282308585
235,8.84106488,0.280590361
245,9.49552407,0.288051206
255,9.46295409,0.291254497
265,9.54944021,0.418575761
275,9.09217212,0.281695744
285,8.8715225,0.283415674
295,9.36147453,0.288934843
305,8.85124472,0.277848328
315,8.95828868,0.283174792
325,9.18094838,0.287494757
335,9.58442137,0.29685911
345,8.43028864,0.274693651
355,8.9128767,0.278981671
365,8.8877281,0.299256631
375,8.6200328,0.276526103
385,8.57194843,0.272725004
395,9.42770936,0.288940545
405,8.86156243,0.280956539
415,8.9556686,0.281531143
425,8.43206815,0.270636308
435,8.64481971,0.27744108
445,8.23821915,0.270172977
455,8.63972034,0.273942939
465,8.50105512,0.273957887
475,8.83335527,0.279504537
485,8.61915717,0.276910624
495,8.34541537,0.268942154
505,8.58055434,0.276236159
515,7.97580155,0.265425006
525,8.96722646,0.278766153
535,8.37639747,0.312768997
545,8.42145047,0.272968315
555,8.16976732,0.270568591
565,8.36786764,0.269096006
575,8.61604159,0.276558124
585,8.63460015,0.276261001
595,8.46606185,0.270879624
605,7.80385992,0.263229911
615,8.34523285,0.271616402
625,8.44834926,0.273250385
635,8.64421318,0.273500896
645,8.45107278,0.273361573
655,8.32211957,0.272749385
665,8.42209459,0.270176423
675,8.32919213,0.271711548
685,8.40793464,0.272536333
695,9.01672666,0.298733598
705,8.22733791,0.267117271
715,8.31060383,0.271085874
725,8.81239771,0.279671772
735,8.11984578,0.265125416
745,8.42228328,0.272017626
755,8.58747833,0.275635632
765,8.19930328,0.269489969
775,8.70406988,0.274450642
785,8.25312046,0.270049191
795,8.3452001,0.273366302
805,7.77256159,0.259971768
815,8.16302224,0.269137276
825,8.53770986,0.275129708
835,8.09506751,0.267946474
845,7.87378019,0.261453235
855,8.36731525,0.272237927
865,8.37105527,0.273506542
875,8.34134374,0.26922975
885,7.83298342,0.290480855
895,8.1527416,0.269234274
905,7.7219505,0.265819676
915,8.5799925,0.274811777
925,8.06700758,0.277833884
935,8.15304469,0.266654527
945,8.59975622,0.277008864
955,8.14728484,0.268901944
965,7.91019098,0.262691875
975,8.16145649,0.266652714
985,8.22401912,0.270140011
995,8.04221183,0.266771101
1005,7.97356023,0.264487215
1015,7.70971354,0.261715445
1025,8.20981501,0.269964245
1035,8.14051141,0.266089905
1045,7.93262182,0.265928637
1055,7.92376096,0.265296968
1065,7.48142636,0.259666306
1075,8.16315289,0.266117738
1085,8.07737067,0.282243491
1095,7.53977413,0.255750764
